Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income,Log_TotalIncome,Log_LoanAmount,Income_Loan_Ratio,Risk_Category,Risk_Score,Predicted_Loan_Status,Estimated_Interest,Expected_Loss,Estimated_Profit
Male,Yes,0,Graduate,Yes,2577,3750.0,152,360,1,Rural,Y,6327.0,8.752581469146884,5.0238805208462765,41.625,Medium Risk,60,Y,18.24,0.0,18.24
Male,No,0,Graduate,No,9166,0.0,244,360,1,Urban,N,9166.0,9.123256265069069,5.497168225293202,37.5655737704918,Medium Risk,70,Y,29.279999999999998,0.0,29.279999999999998
Male,Yes,2,Not Graduate,No,2281,0.0,113,360,1,Rural,N,2281.0,7.732369222284388,4.727387818712341,20.1858407079646,High Risk,50,N,13.559999999999999,56.5,-42.94
Male,No,0,Graduate,No,3254,0.0,50,360,1,Urban,Y,3254.0,8.087640287778983,3.912023005428146,65.08,Low Risk,90,Y,6.0,0.0,6.0
Male,Yes,3,Graduate,No,39999,0.0,600,180,0,Semiurban,Y,39999.0,10.596609732783568,6.396929655216146,66.665,Low Risk,30,N,72.0,0.0,72.0
Male,Yes,1,Graduate,No,6000,0.0,160,360,1,Rural,Y,6000.0,8.699514748210191,5.075173815233827,37.5,Medium Risk,60,Y,19.2,0.0,19.2
Male,Yes,1,Graduate,No,9538,0.0,187,360,1,Urban,Y,9538.0,9.16303909885817,5.231108616854587,51.00534759358289,Medium Risk,70,Y,22.439999999999998,0.0,22.439999999999998
Male,No,0,Graduate,Yes,2980,2083.0,120,360,1,Rural,Y,5063.0,8.529714471969909,4.787491742782046,42.19166666666667,Medium Risk,60,Y,14.399999999999999,0.0,14.399999999999999
Male,Yes,0,Graduate,No,4583,5625.0,255,360,1,Semiurban,Y,10208.0,9.23092700558457,5.541263545158426,40.03137254901961,Medium Risk,60,Y,30.599999999999998,0.0,30.599999999999998
Male,Yes,0,Not Graduate,No,1863,1041.0,98,360,1,Semiurban,Y,2904.0,7.973844375944687,4.584967478670572,29.632653061224488,High Risk,50,N,11.76,49.0,-37.24
Male,Yes,0,Graduate,No,7933,0.0,275,360,1,Urban,N,7933.0,8.978786553302003,5.616771097666572,28.847272727272728,High Risk,70,Y,33.0,137.5,-104.5
Male,Yes,1,Graduate,No,3089,1280.0,121,360,0,Semiurban,N,4369.0,8.382289428951436,4.795790545596741,36.107438016528924,Medium Risk,10,N,14.52,0.0,14.52
Male,Yes,2,Graduate,No,4167,1447.0,158,360,1,Rural,Y,5614.0,8.633018756921828,5.062595033026967,35.53164556962025,Medium Risk,60,Y,18.96,0.0,18.96
Male,Yes,0,Graduate,No,9323,0.0,75,180,1,Urban,Y,9323.0,9.140239744296693,4.31748811353631,124.30666666666667,Low Risk,90,Y,9.0,0.0,9.0
Male,Yes,0,Graduate,No,3707,3166.0,182,360,1,Rural,Y,6873.0,8.835355971121606,5.204006687076795,37.76373626373626,Medium Risk,60,Y,21.84,0.0,21.84
Female,Yes,0,Graduate,No,4583,0.0,112,360,1,Rural,N,4583.0,8.430109084509125,4.718498871295094,40.919642857142854,Medium Risk,60,Y,13.44,0.0,13.44
Male,Yes,0,Graduate,No,2439,3333.0,129,360,1,Rural,Y,5772.0,8.660773919893762,4.859812404361672,44.74418604651163,Medium Risk,60,Y,15.479999999999999,0.0,15.479999999999999
Male,No,0,Graduate,No,2237,0.0,63,480,0,Semiurban,N,2237.0,7.71289096149013,4.143134726391533,35.507936507936506,Medium Risk,10,N,7.56,0.0,7.56
Male,Yes,2,Graduate,No,8000,0.0,200,360,1,Semiurban,Y,8000.0,8.987196820661973,5.298317366548036,40.0,Medium Risk,60,Y,24.0,0.0,24.0
Male,Yes,0,Not Graduate,Yes,1820,1769.0,95,360,1,Rural,Y,3589.0,8.185628891147607,4.553876891600541,37.77894736842105,Medium Risk,50,N,11.4,0.0,11.4
Male,Yes,3,Not Graduate,No,3522,0.0,81,180,1,Rural,N,3522.0,8.166784289056151,4.394449154672439,43.48148148148148,Medium Risk,50,N,9.719999999999999,0.0,9.719999999999999
Male,Yes,0,Graduate,No,5708,5625.0,187,360,1,Semiurban,Y,11333.0,9.335474102732949,5.231108616854587,60.60427807486631,Low Risk,80,Y,22.439999999999998,0.0,22.439999999999998
Male,Yes,0,Not Graduate,Yes,4344,736.0,87,360,1,Semiurban,N,5080.0,8.533066540572527,4.465908118654584,58.39080459770115,Medium Risk,50,N,10.44,0.0,10.44
Male,Yes,0,Graduate,No,3497,1964.0,116,360,1,Rural,Y,5461.0,8.605387202152153,4.7535901911063645,47.077586206896555,Medium Risk,60,Y,13.92,0.0,13.92
Male,Yes,2,Graduate,No,2045,1619.0,101,360,1,Rural,Y,3664.0,8.20631072579402,4.61512051684126,36.277227722772274,Medium Risk,60,Y,12.12,0.0,12.12
Male,Yes,3,Graduate,No,5516,11300.0,495,360,0,Semiurban,N,16816.0,9.730086093116732,6.20455776256869,33.971717171717174,Medium Risk,10,N,59.4,0.0,59.4
Male,Yes,1,Graduate,No,3750,0.0,116,360,1,Semiurban,Y,3750.0,8.229511118964457,4.7535901911063645,32.327586206896555,Medium Risk,60,Y,13.92,0.0,13.92
Male,No,0,Not Graduate,No,2333,1451.0,102,480,0,Urban,N,3784.0,8.238536930171769,4.624972813284271,37.09803921568628,Medium Risk,10,N,12.24,0.0,12.24
Male,Yes,1,Graduate,No,6400,7250.0,180,360,0,Urban,N,13650.0,9.521494800613105,5.19295685089021,75.83333333333333,Low Risk,40,N,21.599999999999998,0.0,21.599999999999998
Male,No,0,Graduate,No,1916,5063.0,67,360,1,Rural,N,6979.0,8.850660919017152,4.204692619390966,104.16417910447761,Low Risk,80,Y,8.04,0.0,8.04
Male,Yes,0,Graduate,No,4600,0.0,73,180,1,Semiurban,Y,4600.0,8.433811582477187,4.290459441148391,63.013698630136986,Low Risk,80,Y,8.76,0.0,8.76
Male,Yes,1,Graduate,No,33846,0.0,260,360,1,Semiurban,N,33846.0,10.429576102968031,5.560681631015528,130.1769230769231,Low Risk,80,Y,31.2,0.0,31.2
Female,Yes,0,Graduate,No,3625,0.0,108,360,1,Semiurban,Y,3625.0,8.195609567288775,4.68213122712422,33.56481481481482,Medium Risk,60,Y,12.959999999999999,0.0,12.959999999999999
Male,Yes,0,Graduate,Yes,39147,4750.0,120,360,1,Semiurban,Y,43897.0,10.689601259598334,4.787491742782046,365.80833333333334,Low Risk,80,Y,14.399999999999999,0.0,14.399999999999999
Male,Yes,1,Graduate,Yes,2178,0.0,66,300,0,Rural,N,2178.0,7.686162303492906,4.189654742026425,33.0,Medium Risk,10,N,7.92,0.0,7.92
Male,Yes,0,Graduate,No,2383,2138.0,58,360,1,Rural,Y,4521.0,8.416488487294606,4.060443010546419,77.94827586206897,Low Risk,80,Y,6.96,0.0,6.96
Male,Yes,0,Graduate,No,9328,0.0,188,180,1,Rural,Y,9328.0,9.140775908590273,5.236441962829949,49.61702127659574,Medium Risk,60,Y,22.56,0.0,22.56
Male,No,0,Not Graduate,No,4885,0.0,48,360,1,Rural,Y,4885.0,8.493924564476883,3.871201010907891,101.77083333333333,Low Risk,70,Y,5.76,0.0,5.76
Male,No,0,Graduate,No,12000,0.0,164,360,1,Semiurban,N,12000.0,9.392661928770137,5.099866427824199,73.17073170731707,Low Risk,80,Y,19.68,0.0,19.68
Male,Yes,0,Not Graduate,No,6033,0.0,160,360,1,Urban,N,6033.0,8.704999678440762,5.075173815233827,37.70625,Medium Risk,60,Y,19.2,0.0,19.2
Male,No,0,Graduate,No,3858,0.0,76,360,1,Semiurban,Y,3858.0,8.257904193465674,4.330733340286331,50.76315789473684,Medium Risk,60,Y,9.12,0.0,9.12
Male,No,0,Graduate,No,4191,0.0,120,360,1,Rural,Y,4191.0,8.340694647925071,4.787491742782046,34.925,Medium Risk,60,Y,14.399999999999999,0.0,14.399999999999999
Male,Yes,1,Graduate,No,3125,2583.0,170,360,1,Semiurban,N,5708.0,8.649623978596727,5.135798437050262,33.576470588235296,Medium Risk,60,Y,20.4,0.0,20.4
Male,No,0,Graduate,No,8333,3750.0,187,360,1,Rural,Y,12083.0,9.399554785027307,5.231108616854587,64.61497326203208,Low Risk,80,Y,22.439999999999998,0.0,22.439999999999998
Female,No,0,Not Graduate,No,1907,2365.0,120,360,1,Urban,Y,4272.0,8.35983738064003,4.787491742782046,35.6,Medium Risk,60,Y,14.399999999999999,0.0,14.399999999999999
Female,Yes,0,Graduate,No,3416,2816.0,113,360,1,Semiurban,Y,6232.0,8.737452587550584,4.727387818712341,55.150442477876105,Medium Risk,60,Y,13.559999999999999,0.0,13.559999999999999
Male,No,0,Graduate,Yes,11000,0.0,83,360,1,Urban,N,11000.0,9.305650551780507,4.418840607796598,132.53012048192772,Low Risk,90,Y,9.959999999999999,0.0,9.959999999999999
Male,Yes,1,Not Graduate,No,2600,2500.0,90,360,1,Semiurban,Y,5100.0,8.536995818712418,4.499809670330265,56.666666666666664,Medium Risk,50,N,10.799999999999999,0.0,10.799999999999999
Male,No,2,Graduate,No,4923,0.0,166,360,0,Semiurban,Y,4923.0,8.5016733797582,5.111987788356544,29.656626506024097,High Risk,10,N,19.919999999999998,83.0,-63.08
Male,Yes,3,Not Graduate,No,3992,0.0,127,180,1,Urban,N,3992.0,8.292047637431354,4.844187086458591,31.433070866141733,Medium Risk,60,Y,15.24,0.0,15.24
Male,Yes,1,Not Graduate,No,3500,1083.0,135,360,1,Urban,Y,4583.0,8.430109084509125,4.90527477843843,33.94814814814815,Medium Risk,60,Y,16.2,0.0,16.2
Male,Yes,2,Not Graduate,No,3917,0.0,124,360,1,Semiurban,Y,3917.0,8.27308133366583,4.820281565605037,31.588709677419356,Medium Risk,50,N,14.879999999999999,0.0,14.879999999999999
Female,No,0,Not Graduate,No,4408,0.0,120,360,1,Semiurban,Y,4408.0,8.391176350832751,4.787491742782046,36.733333333333334,Medium Risk,50,N,14.399999999999999,0.0,14.399999999999999
Female,No,0,Graduate,No,3244,0.0,80,360,1,Urban,Y,3244.0,8.084562415235304,4.382026634673881,40.55,Medium Risk,70,Y,9.6,0.0,9.6
Male,No,0,Not Graduate,No,3975,2531.0,55,360,1,Rural,Y,6506.0,8.780480107033297,4.007333185232471,118.2909090909091,Low Risk,70,Y,6.6,0.0,6.6
Male,No,0,Graduate,No,2479,0.0,59,360,1,Urban,Y,2479.0,7.8156105320351905,4.07753744390572,42.016949152542374,Medium Risk,70,Y,7.08,0.0,7.08
Male,No,0,Graduate,No,3418,0.0,127,360,1,Semiurban,N,3418.0,8.136810863675537,4.844187086458591,26.913385826771652,High Risk,60,Y,15.24,63.5,-48.26
Female,No,0,Graduate,No,10000,0.0,214,360,1,Semiurban,N,10000.0,9.210340371976184,5.365976015021851,46.728971962616825,Medium Risk,60,Y,25.68,0.0,25.68
Male,Yes,3,Graduate,No,3430,1250.0,128,360,0,Semiurban,N,4680.0,8.451053388911692,4.852030263919617,36.5625,Medium Risk,10,N,15.36,0.0,15.36
Male,Yes,1,Graduate,Yes,7787,0.0,240,360,1,Urban,Y,7787.0,8.960210955576986,5.480638923341991,32.44583333333333,Medium Risk,70,Y,28.799999999999997,0.0,28.799999999999997
Male,Yes,3,Not Graduate,Yes,5703,0.0,130,360,1,Rural,Y,5703.0,8.648747631156539,4.867534450455582,43.86923076923077,Medium Risk,50,N,15.6,0.0,15.6
Male,Yes,0,Graduate,No,3173,3021.0,137,360,1,Urban,Y,6194.0,8.731336360533149,4.919980925828125,45.21167883211679,Medium Risk,70,Y,16.439999999999998,0.0,16.439999999999998
Male,Yes,3,Not Graduate,No,3850,983.0,100,360,1,Semiurban,Y,4833.0,8.483222671845084,4.605170185988092,48.33,Medium Risk,50,N,12.0,0.0,12.0
Male,Yes,0,Graduate,No,150,1800.0,135,360,1,Rural,N,1950.0,7.575584651557793,4.90527477843843,14.444444444444445,High Risk,60,Y,16.2,67.5,-51.3
Male,Yes,0,Graduate,No,3727,1775.0,131,360,1,Semiurban,Y,5502.0,8.61286694148452,4.875197323201151,42.0,Medium Risk,60,Y,15.719999999999999,0.0,15.719999999999999
Male,Yes,2,Graduate,Yes,5000,0.0,72,360,0,Semiurban,N,5000.0,8.517193191416238,4.276666119016055,69.44444444444444,Low Risk,30,N,8.64,0.0,8.64
Female,Yes,2,Graduate,No,4283,2383.0,127,360,1,Semiurban,Y,6666.0,8.804775258867686,4.844187086458591,52.488188976377955,Medium Risk,60,Y,15.24,0.0,15.24
Male,Yes,0,Graduate,No,2221,0.0,60,360,0,Urban,N,2221.0,7.7057128238944275,4.0943445622221,37.016666666666666,Medium Risk,20,N,7.199999999999999,0.0,7.199999999999999
Male,Yes,2,Graduate,No,4009,1717.0,116,360,1,Semiurban,Y,5726.0,8.65277248565806,4.7535901911063645,49.36206896551724,Medium Risk,60,Y,13.92,0.0,13.92
Male,No,0,Graduate,No,2971,2791.0,144,360,1,Semiurban,Y,5762.0,8.659039915644474,4.969813299576001,40.013888888888886,Medium Risk,60,Y,17.28,0.0,17.28
Male,Yes,0,Graduate,No,7578,1010.0,175,360,1,Semiurban,Y,8588.0,9.058121158998672,5.1647859739235145,49.074285714285715,Medium Risk,60,Y,21.0,0.0,21.0
Male,Yes,0,Graduate,No,6250,0.0,128,360,1,Semiurban,Y,6250.0,8.740336742730447,4.852030263919617,48.828125,Medium Risk,60,Y,15.36,0.0,15.36
Male,Yes,0,Graduate,No,3250,0.0,170,360,1,Rural,N,3250.0,8.086410275323782,5.135798437050262,19.11764705882353,High Risk,60,Y,20.4,85.0,-64.6
Male,Yes,0,Not Graduate,Yes,4735,0.0,138,360,1,Urban,N,4735.0,8.462737005620179,4.927253685157205,34.31159420289855,Medium Risk,60,Y,16.56,0.0,16.56
Male,Yes,2,Graduate,No,6250,1695.0,210,360,1,Semiurban,Y,7945.0,8.980298078970817,5.3471075307174685,37.833333333333336,Medium Risk,60,Y,25.2,0.0,25.2
Male,No,0,Graduate,Yes,6400,0.0,200,360,1,Rural,Y,6400.0,8.764053269347762,5.298317366548036,32.0,Medium Risk,60,Y,24.0,0.0,24.0
Male,Yes,1,Graduate,No,2491,2054.0,104,360,1,Semiurban,Y,4545.0,8.421783006611578,4.6443908991413725,43.70192307692308,Medium Risk,60,Y,12.48,0.0,12.48
Male,Yes,0,Graduate,Yes,3716,0.0,42,180,1,Rural,Y,3716.0,8.22040309993373,3.7376696182833684,88.47619047619048,Low Risk,80,Y,5.04,0.0,5.04
Male,No,0,Not Graduate,No,3189,2598.0,120,360,1,Rural,Y,5787.0,8.663369301573839,4.787491742782046,48.225,Medium Risk,50,N,14.399999999999999,0.0,14.399999999999999
Female,No,0,Graduate,No,8333,0.0,280,360,1,Semiurban,Y,8333.0,9.027978814382207,5.634789603169249,29.760714285714286,High Risk,60,Y,33.6,140.0,-106.4
Male,Yes,1,Graduate,No,3155,1779.0,140,360,1,Semiurban,Y,4934.0,8.503905297089302,4.941642422609304,35.24285714285714,Medium Risk,60,Y,16.8,0.0,16.8
Male,Yes,1,Graduate,No,5500,1260.0,170,360,1,Rural,Y,6760.0,8.81877816903701,5.135798437050262,39.76470588235294,Medium Risk,60,Y,20.4,0.0,20.4
Male,Yes,0,Graduate,Yes,5746,0.0,255,360,1,Urban,N,5746.0,8.656259239539235,5.541263545158426,22.533333333333335,High Risk,70,Y,30.599999999999998,127.5,-96.9
Female,No,0,Graduate,Yes,3463,0.0,122,360,1,Urban,Y,3463.0,8.149890544402423,4.804021044733257,28.385245901639344,High Risk,70,Y,14.639999999999999,61.0,-46.36
Female,No,1,Graduate,No,3812,0.0,112,360,1,Rural,Y,3812.0,8.245909264774093,4.718498871295094,34.035714285714285,Medium Risk,60,Y,13.44,0.0,13.44
Male,Yes,1,Graduate,No,3315,0.0,96,360,1,Semiurban,Y,3315.0,8.106212902619962,4.564348191467836,34.53125,Medium Risk,60,Y,11.52,0.0,11.52
Male,Yes,2,Graduate,No,5819,5000.0,120,360,1,Rural,Y,10819.0,9.289059126687574,4.787491742782046,90.15833333333333,Low Risk,80,Y,14.399999999999999,0.0,14.399999999999999
Male,Yes,1,Not Graduate,No,2510,1983.0,140,180,1,Urban,N,4493.0,8.41027590907016,4.941642422609304,32.09285714285714,Medium Risk,60,Y,16.8,0.0,16.8
Male,No,0,Graduate,No,2965,5701.0,155,60,1,Urban,Y,8666.0,9.067162602299854,5.043425116919247,55.909677419354836,Medium Risk,70,Y,18.599999999999998,0.0,18.599999999999998
Male,Yes,2,Graduate,Yes,6250,1300.0,108,360,1,Rural,Y,7550.0,8.92930284224307,4.68213122712422,69.9074074074074,Low Risk,80,Y,12.959999999999999,0.0,12.959999999999999
Male,Yes,0,Not Graduate,No,3406,4417.0,123,360,1,Semiurban,Y,7823.0,8.96482339168508,4.812184355372417,63.60162601626016,Low Risk,70,Y,14.76,0.0,14.76
Male,No,0,Graduate,Yes,6050,4333.0,120,180,1,Urban,N,10383.0,9.247925132303454,4.787491742782046,86.525,Low Risk,90,Y,14.399999999999999,0.0,14.399999999999999
Male,Yes,2,Graduate,No,9703,0.0,112,360,1,Urban,Y,9703.0,9.1801903950253,4.718498871295094,86.63392857142857,Low Risk,90,Y,13.44,0.0,13.44
Male,Yes,1,Not Graduate,No,6608,0.0,137,180,1,Urban,Y,6608.0,8.796036315200814,4.919980925828125,48.23357664233577,Medium Risk,60,Y,16.439999999999998,0.0,16.439999999999998
Male,Yes,1,Graduate,No,2882,1843.0,123,480,1,Semiurban,Y,4725.0,8.460622839927844,4.812184355372417,38.41463414634146,Medium Risk,60,Y,14.76,0.0,14.76
Male,Yes,0,Graduate,No,1809,1868.0,90,360,1,Urban,Y,3677.0,8.209852481301272,4.499809670330265,40.855555555555554,Medium Risk,70,Y,10.799999999999999,0.0,10.799999999999999
Male,Yes,0,Not Graduate,No,1668,3890.0,201,360,0,Semiurban,N,5558.0,8.62299361030245,5.303304908059076,27.65174129353234,High Risk,0,N,24.119999999999997,100.5,-76.38
Female,No,2,Graduate,No,3427,0.0,138,360,1,Urban,N,3427.0,8.139440521874608,4.927253685157205,24.833333333333332,High Risk,70,Y,16.56,69.0,-52.44
Male,No,0,Not Graduate,Yes,2583,2167.0,104,360,1,Rural,Y,4750.0,8.465899897028686,4.6443908991413725,45.67307692307692,Medium Risk,50,N,12.48,0.0,12.48
Male,Yes,1,Not Graduate,No,2661,7101.0,279,180,1,Semiurban,Y,9762.0,9.186252576447092,5.631211781821365,34.98924731182796,Medium Risk,50,N,33.48,0.0,33.48
Male,No,0,Graduate,Yes,16250,0.0,192,360,0,Urban,N,16250.0,9.695848187757884,5.2574953720277815,84.63541666666667,Low Risk,40,N,23.04,0.0,23.04
Female,No,3,Graduate,No,3083,0.0,255,360,1,Rural,Y,3083.0,8.03365842788615,5.541263545158426,12.090196078431372,High Risk,60,Y,30.599999999999998,127.5,-96.9
Male,No,0,Not Graduate,No,6045,0.0,115,360,0,Rural,N,6045.0,8.706986763048892,4.74493212836325,52.56521739130435,Medium Risk,0,N,13.799999999999999,0.0,13.799999999999999
Male,Yes,3,Graduate,No,5250,0.0,94,360,1,Urban,N,5250.0,8.565983355585669,4.543294782270004,55.851063829787236,Medium Risk,70,Y,11.28,0.0,11.28
Male,Yes,0,Graduate,No,14683,2100.0,304,360,1,Rural,N,16783.0,9.72812174830818,5.717027701406222,55.20723684210526,Medium Risk,60,Y,36.48,0.0,36.48
Male,Yes,3,Not Graduate,No,4931,0.0,128,360,1,Semiurban,N,4931.0,8.503297086224126,4.852030263919617,38.5234375,Medium Risk,50,N,15.36,0.0,15.36
Male,Yes,1,Graduate,No,6083,4250.0,330,360,1,Urban,Y,10333.0,9.243097936214355,5.799092654460526,31.312121212121212,Medium Risk,70,Y,39.6,0.0,39.6
Male,No,0,Graduate,No,2060,2209.0,134,360,1,Semiurban,Y,4269.0,8.359134886757962,4.897839799950911,31.85820895522388,Medium Risk,60,Y,16.08,0.0,16.08
Female,No,1,Graduate,No,3481,0.0,155,36,1,Semiurban,N,3481.0,8.15507488781144,5.043425116919247,22.45806451612903,High Risk,60,Y,18.599999999999998,77.5,-58.900000000000006
Female,No,0,Graduate,No,7200,0.0,120,360,1,Rural,Y,7200.0,8.881836305004146,4.787491742782046,60.0,Medium Risk,60,Y,14.399999999999999,0.0,14.399999999999999
Male,No,0,Graduate,Yes,5166,0.0,128,360,1,Semiurban,Y,5166.0,8.549853973655786,4.852030263919617,40.359375,Medium Risk,60,Y,15.36,0.0,15.36
Male,No,0,Graduate,No,4095,3447.0,151,360,1,Rural,Y,7542.0,8.928242677818302,5.017279836814924,49.94701986754967,Medium Risk,60,Y,18.12,0.0,18.12
Male,Yes,2,Graduate,No,4708,1387.0,150,360,1,Semiurban,Y,6095.0,8.715224041915372,5.0106352940962555,40.63333333333333,Medium Risk,60,Y,18.0,0.0,18.0
Male,Yes,3,Graduate,No,4333,1811.0,160,360,0,Urban,Y,6144.0,8.723231274827508,5.075173815233827,38.4,Medium Risk,20,N,19.2,0.0,19.2
Female,No,0,Graduate,Yes,3418,0.0,135,360,1,Rural,N,3418.0,8.136810863675537,4.90527477843843,25.31851851851852,High Risk,60,Y,16.2,67.5,-51.3
Female,No,1,Graduate,No,2876,1560.0,90,360,1,Urban,Y,4436.0,8.397508348470257,4.499809670330265,49.28888888888889,Medium Risk,70,Y,10.799999999999999,0.0,10.799999999999999
Female,No,0,Graduate,No,3237,0.0,30,360,1,Urban,Y,3237.0,8.082402253926244,3.4011973816621555,107.9,Low Risk,90,Y,3.5999999999999996,0.0,3.5999999999999996
Male,Yes,0,Graduate,No,11146,0.0,136,360,1,Urban,Y,11146.0,9.318835968129482,4.912654885736052,81.95588235294117,Low Risk,90,Y,16.32,0.0,16.32
Male,No,0,Graduate,No,2833,1857.0,126,360,1,Rural,Y,4690.0,8.453187861440325,4.836281906951478,37.22222222222222,Medium Risk,60,Y,15.12,0.0,15.12
Male,Yes,0,Graduate,No,2620,2223.0,150,360,1,Semiurban,Y,4843.0,8.48528964240323,5.0106352940962555,32.28666666666667,Medium Risk,60,Y,18.0,0.0,18.0
Male,Yes,2,Graduate,No,3900,0.0,90,360,1,Semiurban,Y,3900.0,8.268731832117737,4.499809670330265,43.333333333333336,Medium Risk,60,Y,10.799999999999999,0.0,10.799999999999999
Male,Yes,1,Graduate,No,2750,1842.0,115,360,1,Semiurban,Y,4592.0,8.432070937999402,4.74493212836325,39.93043478260869,Medium Risk,60,Y,13.799999999999999,0.0,13.799999999999999
Male,Yes,0,Graduate,No,3993,3274.0,207,360,1,Semiurban,Y,7267.0,8.891098830616636,5.332718793265369,35.106280193236714,Medium Risk,60,Y,24.84,0.0,24.84
Male,Yes,0,Graduate,No,3103,1300.0,80,360,1,Urban,Y,4403.0,8.390041405755754,4.382026634673881,55.0375,Medium Risk,70,Y,9.6,0.0,9.6
Male,Yes,0,Graduate,No,14583,0.0,436,360,1,Semiurban,Y,14583.0,9.587611745713565,6.077642243349034,33.44724770642202,Medium Risk,60,Y,52.32,0.0,52.32
Female,Yes,0,Not Graduate,No,4100,0.0,124,360,1,Rural,Y,4100.0,8.318742252692399,4.820281565605037,33.064516129032256,Medium Risk,50,N,14.879999999999999,0.0,14.879999999999999
Male,No,1,Not Graduate,Yes,4053,2426.0,158,360,0,Urban,N,6479.0,8.776321456449958,5.062595033026967,41.00632911392405,Medium Risk,10,N,18.96,0.0,18.96
Male,Yes,0,Graduate,No,3927,800.0,112,360,1,Semiurban,Y,4727.0,8.461046030793236,4.718498871295094,42.205357142857146,Medium Risk,60,Y,13.44,0.0,13.44
Male,Yes,2,Graduate,No,2301,985.7999878,78,180,1,Urban,Y,3286.7999878,8.097669722345216,4.356708826689592,42.13846138205128,Medium Risk,70,Y,9.36,0.0,9.36
Female,No,0,Graduate,No,1811,1666.0,54,360,1,Urban,Y,3477.0,8.153925132007862,3.9889840465642745,64.38888888888889,Low Risk,90,Y,6.4799999999999995,0.0,6.4799999999999995
Male,Yes,0,Graduate,No,20667,0.0,127,360,1,Rural,N,20667.0,9.936293504261306,4.844187086458591,162.73228346456693,Low Risk,80,Y,15.24,0.0,15.24
Male,No,0,Graduate,No,3158,3053.0,89,360,1,Rural,Y,6211.0,8.734077192559303,4.48863636973214,69.78651685393258,Low Risk,80,Y,10.68,0.0,10.68
Female,No,0,Graduate,Yes,2600,1717.0,99,300,1,Semiurban,N,4317.0,8.370315995555478,4.59511985013459,43.60606060606061,Medium Risk,60,Y,11.879999999999999,0.0,11.879999999999999
Male,Yes,0,Graduate,No,3704,2000.0,120,360,1,Rural,Y,5704.0,8.648922962094131,4.787491742782046,47.53333333333333,Medium Risk,60,Y,14.399999999999999,0.0,14.399999999999999
Female,No,0,Graduate,No,4124,0.0,115,360,1,Semiurban,Y,4124.0,8.32457884513685,4.74493212836325,35.86086956521739,Medium Risk,60,Y,13.799999999999999,0.0,13.799999999999999
Male,No,0,Graduate,No,9508,0.0,187,360,1,Rural,Y,9508.0,9.159888828480085,5.231108616854587,50.844919786096256,Medium Risk,60,Y,22.439999999999998,0.0,22.439999999999998
Male,Yes,0,Graduate,No,3075,2416.0,139,360,1,Rural,Y,5491.0,8.610865667278873,4.9344739331306915,39.50359712230216,Medium Risk,60,Y,16.68,0.0,16.68
Male,Yes,2,Graduate,No,4400,0.0,127,360,0,Semiurban,N,4400.0,8.389359819906353,4.844187086458591,34.645669291338585,Medium Risk,10,N,15.24,0.0,15.24
Male,Yes,2,Graduate,No,3153,1560.0,134,360,1,Urban,Y,4713.0,8.45807992692373,4.897839799950911,35.17164179104478,Medium Risk,70,Y,16.08,0.0,16.08
Female,No,0,Graduate,No,5417,0.0,143,480,0,Urban,N,5417.0,8.597297435657898,4.962844630259907,37.88111888111888,Medium Risk,20,N,17.16,0.0,17.16
Male,Yes,0,Graduate,No,2383,3334.0,172,360,1,Semiurban,Y,5717.0,8.651199471263972,5.147494476813453,33.23837209302326,Medium Risk,60,Y,20.64,0.0,20.64
Male,Yes,3,Graduate,Yes,4416,1250.0,110,360,1,Urban,Y,5666.0,8.642238680390461,4.700480365792417,51.50909090909091,Medium Risk,70,Y,13.2,0.0,13.2
Male,Yes,1,Graduate,No,6875,0.0,200,360,1,Semiurban,Y,6875.0,8.835646922534773,5.298317366548036,34.375,Medium Risk,60,Y,24.0,0.0,24.0
Female,Yes,1,Graduate,No,4666,0.0,135,360,1,Urban,Y,4666.0,8.448057452581375,4.90527477843843,34.56296296296296,Medium Risk,70,Y,16.2,0.0,16.2
Female,No,0,Graduate,No,5000,2541.0,151,480,1,Rural,N,7541.0,8.928110078202646,5.017279836814924,49.94039735099338,Medium Risk,60,Y,18.12,0.0,18.12
Male,Yes,1,Graduate,No,2014,2925.0,113,360,1,Urban,N,4939.0,8.504918160540624,4.727387818712341,43.70796460176991,Medium Risk,70,Y,13.559999999999999,0.0,13.559999999999999
Male,Yes,0,Not Graduate,No,1800,2934.0,93,360,0,Urban,N,4734.0,8.46252579007393,4.532599493153256,50.903225806451616,Medium Risk,10,N,11.16,0.0,11.16
Male,Yes,0,Not Graduate,No,2875,1750.0,105,360,1,Semiurban,Y,4625.0,8.439231649946526,4.653960350157523,44.04761904761905,Medium Risk,50,N,12.6,0.0,12.6
Female,No,0,Graduate,No,5000,0.0,132,360,1,Rural,Y,5000.0,8.517193191416238,4.882801922586371,37.878787878787875,Medium Risk,60,Y,15.84,0.0,15.84
Male,Yes,1,Graduate,No,1625,1803.0,96,360,1,Urban,Y,3428.0,8.13973227971767,4.564348191467836,35.708333333333336,Medium Risk,70,Y,11.52,0.0,11.52
Male,No,0,Graduate,No,4000,2500.0,140,360,1,Rural,Y,6500.0,8.779557455883728,4.941642422609304,46.42857142857143,Medium Risk,60,Y,16.8,0.0,16.8
